student_id,timestamp,time_of_day,app_category,duration_minutes,is_class_time,is_study_period,is_late_night,hours_to_deadline,task_priority,assignment_count,notification_count,unlock_count,procrastination_level
24525557,2026-05-11 03:01:41,Night,Social,46,0,0,1,71.23,High,2,19,5,Medium
24525557,2026-05-11 05:29:41,Morning,Productivity,22,0,0,0,68.77,Low,3,3,1,Low
24525557,2026-05-11 08:18:41,Morning,Social,23,0,0,0,65.95,Medium,2,16,3,Low
24525557,2026-05-11 10:49:41,Morning,Productivity,10,0,1,0,63.43,High,5,6,1,Low
24525557,2026-05-11 12:51:41,Afternoon,Productivity,27,0,0,0,61.4,Medium,0,8,7,Low
24525557,2026-05-11 13:06:41,Afternoon,Social,21,1,0,0,61.15,Medium,0,25,4,High
24525557,2026-05-11 13:31:41,Afternoon,Productivity,38,1,0,0,60.73,High,3,6,4,Low
24525557,2026-05-11 15:34:41,Afternoon,Social,15,1,1,0,58.68,Low,2,19,6,High
24525557,2026-05-11 15:52:41,Afternoon,Gaming,60,1,1,0,58.38,High,2,10,8,High
24525557,2026-05-11 18:33:41,Evening,Social,39,0,0,0,55.7,Low,5,17,5,Medium
24525557,2026-05-11 21:22:41,Evening,Gaming,39,0,1,0,52.88,High,5,10,1,High
24525557,2026-05-11 21:46:41,Evening,Entertainment,58,0,1,0,52.48,High,5,16,6,High
24525557,2026-05-11 23:09:41,Night,Entertainment,73,0,0,1,51.1,High,3,20,9,High
24525557,2026-05-12 01:07:41,Night,Gaming,82,0,0,1,49.13,Medium,4,6,9,High
24525557,2026-05-12 02:23:41,Night,Social,44,0,0,1,47.87,Medium,5,22,1,High
24525557,2026-05-12 03:33:41,Night,Social,21,0,0,1,46.7,Low,5,21,1,Medium
24525557,2026-05-12 04:53:41,Night,Social,2,0,0,1,45.37,Low,4,26,1,Medium
24525557,2026-05-12 06:18:41,Morning,Gaming,59,0,0,0,43.95,Medium,4,6,3,High
24525557,2026-05-12 07:38:41,Morning,Entertainment,30,0,0,0,42.62,High,4,13,1,High
24525557,2026-05-12 07:51:41,Morning,Productivity,35,1,0,0,42.4,Medium,1,9,4,Low
24525557,2026-05-12 09:54:41,Morning,Productivity,22,1,0,0,40.35,Medium,4,6,3,Low
24525557,2026-05-12 10:59:41,Morning,Productivity,31,1,0,0,39.27,Medium,0,5,2,Low
24525557,2026-05-12 13:01:41,Afternoon,Entertainment,59,1,0,0,37.23,High,1,10,2,High
24525557,2026-05-12 14:09:41,Afternoon,Social,39,1,1,0,36.1,Low,0,32,1,High
24525557,2026-05-12 15:06:41,Afternoon,System,8,1,1,0,35.15,High,0,6,1,Low
24525557,2026-05-12 16:22:41,Afternoon,Social,38,0,0,0,33.88,Medium,0,17,1,Low
24525557,2026-05-12 19:05:41,Evening,Social,56,0,1,0,31.17,Medium,0,23,7,High
24525557,2026-05-12 21:25:41,Evening,Social,34,0,1,0,28.83,Medium,5,21,5,High
24525557,2026-05-12 23:21:41,Night,Social,43,0,0,1,26.9,Medium,2,20,2,Medium
24525557,2026-05-13 00:07:41,Night,Social,2,0,0,1,26.13,Medium,2,32,2,Medium
24525557,2026-05-13 01:42:41,Night,System,8,0,0,1,24.55,High,2,2,5,Low
24525557,2026-05-13 03:52:41,Night,Entertainment,47,0,0,1,22.38,Medium,0,11,8,High
24525557,2026-05-13 04:43:41,Night,Gaming,24,0,0,1,21.53,Medium,1,8,1,High
24525557,2026-05-13 07:24:41,Morning,Productivity,39,0,0,0,18.85,Medium,5,1,2,Low
24525557,2026-05-13 09:44:41,Morning,Productivity,21,0,1,0,16.52,Medium,5,8,2,Low
24525557,2026-05-13 10:32:41,Morning,System,6,1,1,0,15.72,High,1,3,3,Low
24525557,2026-05-13 13:06:41,Afternoon,Productivity,32,1,0,0,13.15,Medium,5,6,7,Low
24525557,2026-05-13 13:47:41,Afternoon,Productivity,28,1,0,0,12.47,Medium,4,6,3,Low
24525557,2026-05-13 16:10:41,Afternoon,Gaming,70,0,1,0,10.08,Low,1,6,13,High
24525557,2026-05-13 17:52:41,Evening,Social,19,0,0,0,8.38,Medium,0,18,3,High
24525557,2026-05-13 19:03:41,Evening,Productivity,6,0,0,0,7.2,Medium,0,3,1,Low
24525557,2026-05-13 20:43:41,Evening,Productivity,27,0,1,0,5.53,Medium,3,11,3,Low
24525557,2026-05-13 23:27:41,Night,Social,38,0,0,1,2.8,High,1,16,1,High
24525557,2026-05-14 02:02:41,Night,Entertainment,15,0,0,1,0.22,High,4,17,1,High
24525557,2026-05-14 03:14:41,Night,Entertainment,35,0,0,1,0.0,Medium,4,13,5,High
24525557,2026-05-14 06:14:41,Morning,Social,23,0,0,0,0.0,Medium,2,21,1,Medium
24525557,2026-05-14 07:51:41,Morning,Social,48,1,0,0,0.0,High,4,25,6,High
24525557,2026-05-14 10:07:41,Morning,Entertainment,39,0,0,0,0.0,Low,0,18,5,Medium
24525557,2026-05-14 12:04:41,Afternoon,Gaming,96,0,0,0,0.0,Medium,3,16,11,High
24525557,2026-05-14 12:39:41,Afternoon,Social,23,0,0,0,0.0,Low,3,24,1,Medium
24525557,2026-05-14 12:55:41,Afternoon,Productivity,34,0,0,0,0.0,High,1,5,4,Low
24525557,2026-05-14 15:16:41,Afternoon,Entertainment,81,0,1,0,0.0,Medium,4,20,9,High
24525557,2026-05-14 16:27:41,Afternoon,Social,45,0,0,0,0.0,Medium,4,34,8,High
24525557,2026-05-14 17:04:41,Evening,System,5,0,0,0,0.0,Low,5,1,1,Low
24525557,2026-05-14 18:44:41,Evening,Entertainment,48,0,0,0,0.0,High,5,11,8,High
24525557,2026-05-14 20:49:41,Evening,Productivity,9,0,1,0,0.0,High,5,3,3,Low
24525557,2026-05-14 21:33:41,Evening,Productivity,17,0,1,0,0.0,Medium,4,8,1,Low
24525557,2026-05-14 22:04:41,Night,Social,34,0,0,1,0.0,Low,4,15,6,High
24521106,2026-05-08 01:02:41,Night,Social,51,0,0,1,156.22,Low,5,19,8,High
24521106,2026-05-08 03:42:41,Night,Social,20,0,0,1,153.55,High,1,4,3,Medium
24521106,2026-05-08 05:08:41,Morning,Productivity,30,0,0,0,152.12,Low,4,5,2,Medium
24521106,2026-05-08 07:32:41,Morning,System,2,1,0,0,149.72,Medium,2,4,1,Low
24521106,2026-05-08 08:27:41,Morning,Social,25,0,0,0,148.8,High,3,13,4,High
24521106,2026-05-08 10:49:41,Morning,System,12,1,1,0,146.43,Low,2,3,1,Low
24521106,2026-05-08 12:09:41,Afternoon,Productivity,46,0,0,0,145.1,Low,1,6,4,Low
24521106,2026-05-08 13:32:41,Afternoon,Gaming,50,1,0,0,143.72,Low,1,0,7,Medium
24521106,2026-05-08 16:32:41,Afternoon,Social,5,1,1,0,140.72,Low,4,23,1,High
24521106,2026-05-08 16:52:41,Afternoon,Productivity,39,0,1,0,140.38,High,0,2,1,Low
24521106,2026-05-08 18:36:41,Evening,Social,47,0,0,0,138.65,High,4,9,7,High
24521106,2026-05-08 20:35:41,Evening,Productivity,4,0,1,0,136.67,High,2,7,3,Low
24521106,2026-05-08 21:13:41,Evening,Productivity,37,0,0,0,136.03,Low,3,10,4,Low
24521106,2026-05-08 23:29:41,Night,Social,15,0,0,1,133.77,High,2,18,3,Medium
24521106,2026-05-09 00:08:41,Night,System,1,0,0,1,133.12,High,5,5,1,Low
24521106,2026-05-09 01:14:41,Night,Entertainment,62,0,0,1,132.02,Medium,4,20,1,High
24521106,2026-05-09 02:49:41,Night,Social,8,0,0,1,130.43,Medium,4,21,1,High
24521106,2026-05-09 03:17:41,Night,Entertainment,35,0,0,1,129.97,Medium,0,2,3,Medium
24521106,2026-05-09 05:17:41,Morning,Social,45,0,0,0,127.97,High,4,12,8,Medium
24521106,2026-05-09 06:48:41,Morning,Social,35,0,0,0,126.45,Medium,5,16,4,High
24521106,2026-05-09 07:07:41,Morning,System,3,0,0,0,126.13,Medium,1,1,1,Low
24521106,2026-05-09 07:52:41,Morning,Productivity,16,0,0,0,125.38,High,1,11,8,Low
24521106,2026-05-09 08:52:41,Morning,Gaming,54,0,0,0,124.38,Low,1,7,6,Low
24521106,2026-05-09 11:09:41,Morning,Gaming,58,0,0,0,122.1,Low,0,16,5,Low
24521106,2026-05-09 13:31:41,Afternoon,System,1,0,0,0,119.73,High,0,3,1,Low
24521106,2026-05-09 15:32:41,Afternoon,Social,26,0,0,0,117.72,Low,1,17,4,Low
24521106,2026-05-09 15:51:41,Afternoon,Productivity,28,0,1,0,117.4,Medium,4,7,6,Low
24521106,2026-05-09 17:01:41,Evening,Productivity,26,0,0,0,116.23,Medium,5,10,4,Medium
24521106,2026-05-09 17:57:41,Evening,Entertainment,57,0,0,0,115.3,High,2,3,11,Medium
24521106,2026-05-09 20:11:41,Evening,Gaming,58,0,0,0,113.07,Medium,4,12,6,Medium
24521106,2026-05-09 22:24:41,Night,Social,21,0,0,1,110.85,Low,2,27,2,Medium
24521106,2026-05-10 00:21:41,Night,System,5,0,0,1,108.9,Medium,5,3,1,Low
24521106,2026-05-10 02:19:41,Night,Social,14,0,0,1,106.93,Medium,2,7,3,High
24521106,2026-05-10 05:18:41,Morning,Social,14,0,0,0,103.95,Medium,5,29,2,Medium
24521106,2026-05-10 06:00:41,Morning,Entertainment,37,0,0,0,103.25,Medium,3,4,7,Low
24521106,2026-05-10 08:43:41,Morning,Productivity,17,0,0,0,100.53,Low,2,8,1,Low
24521106,2026-05-10 10:01:41,Morning,Productivity,24,0,0,0,99.23,High,0,7,4,Low
24521106,2026-05-10 12:34:41,Afternoon,Entertainment,95,0,0,0,96.68,Medium,2,13,11,Medium
24521106,2026-05-10 14:29:41,Afternoon,Gaming,62,0,0,0,94.77,Medium,3,13,11,Medium
24521106,2026-05-10 15:45:41,Afternoon,System,8,0,1,0,93.5,High,2,4,2,Low
24521106,2026-05-10 18:37:41,Evening,Entertainment,55,0,0,0,90.63,Medium,3,8,11,High
24521106,2026-05-10 19:43:41,Evening,Productivity,11,0,1,0,89.53,Low,5,2,1,Low
24521106,2026-05-10 20:21:41,Evening,Entertainment,19,0,0,0,88.9,Medium,4,9,3,Medium
24521106,2026-05-10 22:49:41,Night,Social,33,0,0,1,86.43,High,3,12,5,High
24521106,2026-05-10 23:22:41,Night,Entertainment,38,0,0,1,85.88,Medium,2,13,5,Medium
24521106,2026-05-11 01:53:41,Night,Social,18,0,0,1,83.37,Low,1,16,2,Low
24521106,2026-05-11 03:35:41,Night,Gaming,50,0,0,1,81.67,High,4,12,2,High
24521106,2026-05-11 05:26:41,Morning,System,16,0,0,0,79.82,Low,1,1,6,Low
24521106,2026-05-11 07:11:41,Morning,Social,36,0,0,0,78.07,High,0,16,7,Medium
24521106,2026-05-11 07:26:41,Morning,Productivity,16,1,0,0,77.82,High,0,2,1,Low
24521106,2026-05-11 08:16:41,Morning,Social,38,1,1,0,76.98,Low,5,24,4,High
24521106,2026-05-11 08:57:41,Morning,Gaming,46,1,0,0,76.3,High,0,14,4,High
24521106,2026-05-11 09:26:41,Morning,Entertainment,23,0,1,0,75.82,Low,4,12,1,High
24521106,2026-05-11 12:10:41,Afternoon,System,13,0,0,0,73.08,Low,4,2,1,Low
24521106,2026-05-11 14:00:41,Afternoon,Productivity,10,1,1,0,71.25,Medium,0,2,1,Low
24521106,2026-05-11 15:27:41,Afternoon,Social,32,1,1,0,69.8,Medium,2,17,6,High
24521106,2026-05-11 17:26:41,Evening,Social,40,0,0,0,67.82,High,4,7,1,Medium
24521106,2026-05-11 18:47:41,Evening,Gaming,31,0,0,0,66.47,High,4,8,2,High
24521106,2026-05-11 21:06:41,Evening,Social,35,0,1,0,64.15,Medium,3,20,6,High
24521106,2026-05-11 22:51:41,Night,Entertainment,35,0,0,1,62.4,High,3,17,1,High
24521106,2026-05-11 23:58:41,Night,Gaming,29,0,0,1,61.28,Low,1,10,4,High
24521106,2026-05-12 02:02:41,Night,Gaming,28,0,0,1,59.22,Medium,5,6,5,High
24521106,2026-05-12 03:31:41,Night,Social,32,0,0,1,57.73,High,0,12,2,High
24521106,2026-05-12 04:05:41,Night,Gaming,58,0,0,1,57.17,Low,3,12,6,Medium
24521106,2026-05-12 06:46:41,Morning,Social,44,0,0,0,54.48,Low,4,23,12,Medium
24521106,2026-05-12 08:57:41,Morning,System,14,0,1,0,52.3,Medium,3,1,2,Low
24521106,2026-05-12 10:26:41,Morning,Entertainment,5,1,1,0,50.82,Medium,0,9,1,High
24521106,2026-05-12 11:44:41,Morning,Productivity,28,0,0,0,49.52,High,3,9,3,Low
24521106,2026-05-12 14:13:41,Afternoon,System,10,1,1,0,47.03,Medium,4,3,1,Low
24521106,2026-05-12 14:43:41,Afternoon,Productivity,27,1,1,0,46.53,Low,4,7,1,Low
24521106,2026-05-12 15:24:41,Afternoon,Productivity,23,0,1,0,45.85,Medium,1,1,1,Low
24521106,2026-05-12 18:14:41,Evening,Entertainment,55,0,0,0,43.02,Medium,5,9,3,High
24521106,2026-05-12 20:44:41,Evening,Gaming,50,0,1,0,40.52,Low,2,9,12,High
24521106,2026-05-12 22:03:41,Night,Gaming,80,0,0,1,39.2,Medium,2,16,7,High
24521106,2026-05-13 00:37:41,Night,Productivity,13,0,0,1,36.63,Low,4,9,1,Low
24521106,2026-05-13 01:39:41,Night,Entertainment,36,0,0,1,35.6,High,2,10,5,High
24521106,2026-05-13 04:01:41,Night,Productivity,16,0,0,1,33.23,Medium,1,7,1,Low
24521106,2026-05-13 05:35:41,Morning,System,13,0,0,0,31.67,High,1,2,1,Low
24521106,2026-05-13 06:27:41,Morning,Productivity,16,0,0,0,30.8,High,0,4,3,Low
24521106,2026-05-13 07:58:41,Morning,Social,39,1,0,0,29.28,High,2,23,6,High
24521106,2026-05-13 08:56:41,Morning,Social,31,1,1,0,28.32,Medium,4,19,4,High
24521106,2026-05-13 09:46:41,Morning,Productivity,28,0,1,0,27.48,Low,1,5,3,Low
24521106,2026-05-13 11:06:41,Morning,Gaming,53,0,0,0,26.15,High,3,16,7,High
24521106,2026-05-13 13:45:41,Afternoon,Gaming,97,0,0,0,23.5,High,4,7,8,High
24521106,2026-05-13 16:13:41,Afternoon,Social,30,1,1,0,21.03,Low,1,17,1,High
24521106,2026-05-13 17:30:41,Evening,Productivity,30,0,0,0,19.75,Low,4,3,3,Low
24521106,2026-05-13 20:10:41,Evening,Productivity,27,0,1,0,17.08,Medium,4,2,7,Low
24521106,2026-05-13 22:54:41,Night,Gaming,52,0,0,1,14.35,High,4,9,6,High
24521106,2026-05-14 01:05:41,Night,Social,23,0,0,1,12.17,Low,1,17,7,High
24521106,2026-05-14 02:10:41,Night,Social,44,0,0,1,11.08,High,1,22,2,High
24521106,2026-05-14 02:56:41,Night,Social,44,0,0,1,10.32,High,2,11,7,High
24521106,2026-05-14 03:25:41,Night,Entertainment,66,0,0,1,9.83,Low,4,20,8,High
24521106,2026-05-14 05:27:41,Morning,Productivity,17,0,0,0,7.8,Medium,2,8,4,Low
24521106,2026-05-14 07:45:41,Morning,Social,49,1,0,0,5.5,High,5,16,5,High
24521106,2026-05-14 09:56:41,Morning,System,4,1,1,0,3.32,Medium,1,3,1,Low
24521106,2026-05-14 10:48:41,Morning,Entertainment,45,0,0,0,2.45,Medium,3,9,3,High
24521106,2026-05-14 12:02:41,Afternoon,Productivity,31,0,0,0,1.22,Medium,3,8,1,Low
24521106,2026-05-14 14:58:41,Afternoon,Social,39,1,1,0,0.0,Medium,5,14,5,High
24521106,2026-05-14 16:56:41,Afternoon,Productivity,28,0,0,0,0.0,Medium,1,8,1,Low
24521106,2026-05-14 17:08:41,Evening,Social,21,0,0,0,0.0,Medium,1,31,8,High
24521106,2026-05-14 17:19:41,Evening,Productivity,23,0,0,0,0.0,Medium,2,0,1,Low
24521106,2026-05-14 18:33:41,Evening,Productivity,23,0,0,0,0.0,Low,2,10,5,Low
24521106,2026-05-14 18:51:41,Evening,Productivity,16,0,0,0,0.0,Medium,3,2,2,Low
24521106,2026-05-14 19:12:41,Evening,System,11,0,1,0,0.0,Medium,0,1,3,Low
24521106,2026-05-14 21:48:41,Evening,Entertainment,23,0,0,0,0.0,High,4,7,4,High
24523615,2026-05-08 00:09:41,Night,Gaming,91,0,0,1,129.1,High,4,14,9,High
24523615,2026-05-08 00:45:41,Night,Social,30,0,0,1,128.5,Low,5,14,1,High
24523615,2026-05-08 01:34:41,Night,Entertainment,61,0,0,1,127.68,Low,1,16,12,Medium
24523615,2026-05-08 02:05:41,Night,Gaming,93,0,0,1,127.17,High,0,9,8,Medium
24523615,2026-05-08 04:08:41,Night,Productivity,20,0,0,1,125.12,Low,0,4,4,Low
24523615,2026-05-08 06:37:41,Morning,Gaming,36,0,0,0,122.63,High,5,8,3,Low
24523615,2026-05-08 09:24:41,Morning,Gaming,40,1,0,0,119.85,High,1,6,9,High
24523615,2026-05-08 12:04:41,Afternoon,Entertainment,58,0,0,0,117.18,Medium,0,5,10,Medium
24523615,2026-05-08 15:04:41,Afternoon,System,1,1,1,0,114.18,High,4,1,1,Low
24523615,2026-05-08 15:51:41,Afternoon,Social,19,1,1,0,113.4,Low,4,16,1,High
24523615,2026-05-08 17:45:41,Evening,Social,47,0,0,0,111.5,High,0,14,8,Medium
24523615,2026-05-08 19:14:41,Evening,Social,17,0,1,0,110.02,Medium,4,24,4,High
24523615,2026-05-08 19:46:41,Evening,Productivity,11,0,1,0,109.48,Low,0,4,3,Low
24523615,2026-05-08 20:42:41,Evening,Productivity,14,0,1,0,108.55,Medium,0,7,1,Low
24523615,2026-05-08 21:35:41,Evening,Entertainment,75,0,1,0,107.67,Medium,0,16,13,High
24523615,2026-05-08 22:48:41,Night,Social,41,0,0,1,106.45,Medium,1,30,5,Medium
24523615,2026-05-08 23:31:41,Night,Social,4,0,0,1,105.73,Medium,2,17,2,High
24523615,2026-05-09 00:26:41,Night,Social,37,0,0,1,104.82,Medium,3,16,1,Medium
24523615,2026-05-09 01:33:41,Night,Entertainment,38,0,0,1,103.7,Medium,1,10,6,High
24523615,2026-05-09 02:28:41,Night,System,10,0,0,1,102.78,Medium,3,3,1,Low
24523615,2026-05-09 03:45:41,Night,Social,17,0,0,1,101.5,Medium,2,19,3,Medium
24523615,2026-05-09 05:24:41,Morning,Entertainment,54,0,0,0,99.85,Medium,5,14,1,High
24523615,2026-05-09 06:17:41,Morning,Social,19,0,0,0,98.97,High,3,11,1,Medium
24523615,2026-05-09 07:06:41,Morning,Productivity,22,0,0,0,98.15,Low,5,1,4,Low
24523615,2026-05-09 09:07:41,Morning,Gaming,62,0,0,0,96.13,High,1,12,10,High
24523615,2026-05-09 10:44:41,Morning,Productivity,11,0,0,0,94.52,High,2,5,1,Low
24523615,2026-05-09 11:17:41,Morning,Productivity,27,0,0,0,93.97,Low,1,5,2,Low
24523615,2026-05-09 13:26:41,Afternoon,Gaming,79,0,0,0,91.82,High,4,13,12,High
24523615,2026-05-09 16:24:41,Afternoon,Productivity,18,0,0,0,88.85,Medium,2,2,3,Low
24523615,2026-05-09 18:09:41,Evening,Productivity,43,0,0,0,87.1,Medium,0,3,6,Low
24523615,2026-05-09 19:41:41,Evening,Productivity,30,0,0,0,85.57,High,0,7,1,Low
24523615,2026-05-09 20:31:41,Evening,Gaming,75,0,1,0,84.73,Medium,0,17,8,High
24523615,2026-05-09 21:28:41,Evening,Entertainment,5,0,1,0,83.78,Medium,1,5,1,High
24523615,2026-05-09 21:43:41,Evening,Gaming,73,0,0,0,83.53,Medium,5,12,7,Medium
24523615,2026-05-09 23:44:41,Night,Entertainment,73,0,0,1,81.52,Medium,1,14,2,Medium
24523615,2026-05-10 00:58:41,Night,Entertainment,27,0,0,1,80.28,Medium,3,8,5,Medium
24523615,2026-05-10 02:50:41,Night,Social,28,0,0,1,78.42,High,1,28,1,High
24523615,2026-05-10 05:09:41,Morning,Social,19,0,0,0,76.1,Medium,2,19,1,Medium
24523615,2026-05-10 07:46:41,Morning,Productivity,29,0,0,0,73.48,Low,4,7,1,Low
24523615,2026-05-10 08:38:41,Morning,System,22,0,0,0,72.62,High,5,3,4,Low
24523615,2026-05-10 11:02:41,Morning,Social,25,0,0,0,70.22,High,1,18,4,Low
24523615,2026-05-10 11:45:41,Morning,Productivity,26,0,0,0,69.5,High,0,2,4,Low
24523615,2026-05-10 12:18:41,Afternoon,Gaming,42,0,0,0,68.95,High,2,9,2,Medium
24523615,2026-05-10 14:25:41,Afternoon,Gaming,36,0,0,0,66.83,Medium,5,2,7,Low
24523615,2026-05-10 15:12:41,Afternoon,Social,27,0,1,0,66.05,Medium,1,24,1,Medium
24523615,2026-05-10 16:22:41,Afternoon,System,11,0,1,0,64.88,High,1,5,1,Low
24523615,2026-05-10 18:54:41,Evening,Entertainment,10,0,0,0,62.35,Medium,3,8,1,Low
24523615,2026-05-10 19:44:41,Evening,Gaming,50,0,0,0,61.52,Medium,5,4,6,High
24523615,2026-05-10 20:48:41,Evening,Entertainment,23,0,0,0,60.45,High,5,8,4,High
24523615,2026-05-10 22:00:41,Night,Entertainment,15,0,0,1,59.25,Low,1,9,2,Low
24523615,2026-05-10 23:31:41,Night,Entertainment,5,0,0,1,57.73,Low,2,12,5,Medium
24523615,2026-05-11 00:53:41,Night,Entertainment,24,0,0,1,56.37,High,3,8,8,High
24523615,2026-05-11 03:35:41,Night,Gaming,72,0,0,1,53.67,Low,3,13,7,Medium
24523615,2026-05-11 06:15:41,Morning,Social,28,0,0,0,51.0,High,1,23,8,High
24523615,2026-05-11 07:25:41,Morning,Gaming,31,0,0,0,49.83,Medium,3,10,6,Medium
24523615,2026-05-11 07:54:41,Morning,Social,20,1,0,0,49.35,Low,3,39,1,High
24523615,2026-05-11 08:27:41,Morning,Entertainment,49,1,1,0,48.8,Medium,3,23,3,High
24523615,2026-05-11 08:45:41,Morning,System,15,1,1,0,48.5,Medium,0,3,1,Low
24523615,2026-05-11 10:54:41,Morning,Gaming,65,0,1,0,46.35,Medium,0,15,11,High
24523615,2026-05-11 11:45:41,Morning,Gaming,65,0,0,0,45.5,Medium,3,12,9,High
24523615,2026-05-11 13:51:41,Afternoon,Entertainment,44,1,0,0,43.4,Medium,0,18,10,High
24523615,2026-05-11 15:18:41,Afternoon,Entertainment,45,1,0,0,41.95,High,4,8,4,High
24523615,2026-05-11 17:03:41,Evening,Entertainment,58,0,0,0,40.2,High,4,12,1,High
24523615,2026-05-11 18:46:41,Evening,Social,43,0,0,0,38.48,Low,3,0,8,Medium
24523615,2026-05-11 21:12:41,Evening,Entertainment,71,0,0,0,36.05,Low,0,12,2,High
24523615,2026-05-11 22:48:41,Night,Entertainment,70,0,0,1,34.45,High,2,18,6,High
24523615,2026-05-11 23:48:41,Night,Gaming,49,0,0,1,33.45,Medium,3,7,8,High
24523615,2026-05-12 01:49:41,Night,Social,16,0,0,1,31.43,Medium,0,11,1,Medium
24523615,2026-05-12 04:04:41,Night,Gaming,83,0,0,1,29.18,Low,4,11,5,High
24523615,2026-05-12 05:48:41,Morning,Gaming,93,0,0,0,27.45,Medium,2,10,10,High
24523615,2026-05-12 06:04:41,Morning,Productivity,41,0,0,0,27.18,Low,2,5,1,Low
24523615,2026-05-12 08:00:41,Morning,Gaming,75,1,1,0,25.25,Medium,0,11,7,High
24523615,2026-05-12 10:26:41,Morning,Social,37,1,1,0,22.82,High,5,14,4,High
24523615,2026-05-12 12:42:41,Afternoon,Productivity,31,0,0,0,20.55,Medium,3,5,2,Low
24523615,2026-05-12 15:30:41,Afternoon,System,10,0,1,0,17.75,Medium,3,5,3,Low
24523615,2026-05-12 15:50:41,Afternoon,Productivity,32,1,0,0,17.42,Medium,0,7,2,Low
24523615,2026-05-12 17:37:41,Evening,Productivity,23,0,0,0,15.63,High,2,7,1,Low
24523615,2026-05-12 20:30:41,Evening,Productivity,44,0,1,0,12.75,Low,5,10,3,Low
24523615,2026-05-12 21:45:41,Evening,Productivity,26,0,1,0,11.5,Low,3,7,3,Low
24523615,2026-05-12 22:24:41,Night,Entertainment,51,0,0,1,10.85,Medium,2,12,9,High
24523615,2026-05-13 01:11:41,Night,Productivity,26,0,0,1,8.07,High,1,7,2,Low
24523615,2026-05-13 01:33:41,Night,Gaming,48,0,0,1,7.7,Medium,3,7,3,High
24523615,2026-05-13 02:53:41,Night,Productivity,16,0,0,1,6.37,High,2,5,2,Low
24523615,2026-05-13 05:11:41,Morning,Productivity,1,0,0,0,4.07,Medium,1,9,3,Low
24523615,2026-05-13 06:33:41,Morning,Gaming,98,0,0,0,2.7,Medium,0,8,17,High
24523615,2026-05-13 08:29:41,Morning,Gaming,64,1,0,0,0.77,Medium,0,6,8,High
24523615,2026-05-13 09:35:41,Morning,Entertainment,41,1,1,0,0.0,High,4,15,5,High
24523615,2026-05-13 11:42:41,Morning,Productivity,19,0,0,0,0.0,Medium,2,8,1,Low
24523615,2026-05-13 14:10:41,Afternoon,System,16,1,1,0,0.0,Medium,3,0,5,Medium
24523615,2026-05-13 14:58:41,Afternoon,Entertainment,50,1,1,0,0.0,Medium,2,15,9,High
24523615,2026-05-13 16:51:41,Afternoon,System,10,0,1,0,0.0,Medium,2,0,1,Low
24523615,2026-05-13 17:22:41,Evening,Social,37,0,0,0,0.0,High,2,27,2,High
24523615,2026-05-13 18:49:41,Evening,Gaming,97,0,0,0,0.0,Medium,5,12,12,High
24523615,2026-05-13 20:58:41,Evening,Social,17,0,1,0,0.0,Low,2,30,1,High
24523615,2026-05-13 23:32:41,Night,Productivity,20,0,0,1,0.0,High,0,0,1,Low
24523615,2026-05-14 00:54:41,Night,Productivity,31,0,0,1,0.0,Medium,1,4,6,Low
24523615,2026-05-14 02:40:41,Night,Entertainment,60,0,0,1,0.0,Low,4,11,7,High
24523615,2026-05-14 03:21:41,Night,Social,27,0,0,1,0.0,Low,0,13,5,High
24523615,2026-05-14 05:57:41,Morning,Gaming,69,0,0,0,0.0,High,5,3,7,High
24523615,2026-05-14 07:49:41,Morning,Productivity,25,1,0,0,0.0,High,2,4,3,Low
24523615,2026-05-14 09:20:41,Morning,Productivity,15,1,1,0,0.0,Medium,5,7,1,Low
24523615,2026-05-14 10:51:41,Morning,Productivity,11,1,1,0,0.0,High,2,10,1,Low
24523615,2026-05-14 12:56:41,Afternoon,Social,34,0,0,0,0.0,High,3,15,4,High
24523615,2026-05-14 14:19:41,Afternoon,System,14,0,1,0,0.0,Medium,0,5,1,Low
24523615,2026-05-14 16:07:41,Afternoon,Productivity,48,1,1,0,0.0,Low,1,10,3,Low
24523615,2026-05-14 16:52:41,Afternoon,Productivity,21,1,1,0,0.0,Medium,0,5,1,Low
24523615,2026-05-14 18:25:41,Evening,Productivity,43,0,0,0,0.0,Low,5,8,1,Low
24523615,2026-05-14 20:35:41,Evening,Productivity,35,0,0,0,0.0,Low,4,5,6,Low
24527924,2026-05-08 00:14:41,Night,Entertainment,35,0,0,1,120.02,Low,2,19,3,Low
24527924,2026-05-08 01:25:41,Night,Social,29,0,0,1,118.83,High,1,18,7,High
24527924,2026-05-08 02:57:41,Night,Social,23,0,0,1,117.3,Low,0,26,3,Low
24527924,2026-05-08 03:59:41,Night,Gaming,83,0,0,1,116.27,Medium,5,12,10,High
24527924,2026-05-08 06:43:41,Morning,Productivity,14,0,0,0,113.53,Low,1,4,1,Low
24527924,2026-05-08 08:51:41,Morning,Social,49,1,1,0,111.4,High,1,21,8,High
24527924,2026-05-08 10:03:41,Morning,System,15,1,1,0,110.2,Medium,4,4,1,Low
24527924,2026-05-08 12:13:41,Afternoon,System,5,0,0,0,108.03,Low,3,4,1,Low
24527924,2026-05-08 13:29:41,Afternoon,Productivity,36,0,0,0,106.77,Medium,4,3,3,Low
24527924,2026-05-08 13:45:41,Afternoon,System,11,1,0,0,106.5,High,5,3,2,Low
